dataset_indexhtml_path,file_name,artist,title,instrument,has_dadagp_txt,has_gp5,has_tabvae_csv,has_scalevae_csv,has_wav,has_xml,has_pdf,dadagp_num_lines,dadagp_num_measures,dadagp_total_wait_ticks,dadagp_total_note_ticks,dadagp_note_density,normalized_ticks_per_measure,xml_num_measures,tabvae_num_rows,tabvae_num_cols,scalevae_num_rows,scalevae_num_cols,scalevae_total_quarter_length,scalevae_midi_range_min,scalevae_midi_range_max,scalevae_appear_midi_min,scalevae_appear_midi_max,wav_length_sec,wav_num_samples,wav_sample_rate
568,Intro16-DadaGP-v1.0\analysis_result\htmls\00568.html,Alphaville - Big in Japan_clean0,Alphaville,Big in Japan,clean0,1,1,1,1,1,1,1,266,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,72,37.90897959183673,1671786,44100
569,Intro16-DadaGP-v1.0\analysis_result\htmls\00569.html,Alphaville - Forever Young_clean0,Alphaville,Forever Young,clean0,1,1,1,1,1,1,1,149,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,62,30.42798185941043,1341874,44100
570,Intro16-DadaGP-v1.0\analysis_result\htmls\00570.html,Altar of Graves - GORDANA_distorted0,Altar of Graves,GORDANA,distorted0,1,1,1,1,1,1,1,625,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,78,35.0,1543500,44100
571,Intro16-DadaGP-v1.0\analysis_result\htmls\00571.html,Altaria - Emerald Eye_clean0,Altaria,Emerald Eye,clean0,1,1,1,1,1,1,1,253,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,67,35.0,1543500,44100
572,Intro16-DadaGP-v1.0\analysis_result\htmls\00572.html,Altaria - Fire & Ice_distorted0,Altaria,Fire & Ice,distorted0,1,1,1,1,1,1,1,421,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,62,32.53798185941043,1434925,44100
573,Intro16-DadaGP-v1.0\analysis_result\htmls\00573.html,Altaria - Here I Am_distorted1,Altaria,Here I Am,distorted1,1,1,1,1,1,1,1,444,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,50,83,30.42798185941043,1341874,44100
574,Intro16-DadaGP-v1.0\analysis_result\htmls\00574.html,Altaria - House Of My Soul_distorted0,Altaria,House Of My Soul,distorted0,1,1,1,1,1,1,1,389,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,83,30.42798185941043,1341874,44100
575,Intro16-DadaGP-v1.0\analysis_result\htmls\00575.html,Altaria - Immortal Disorder_distorted0,Altaria,Immortal Disorder,distorted0,1,1,1,1,1,1,1,420,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,59,32.53798185941043,1434925,44100
576,Intro16-DadaGP-v1.0\analysis_result\htmls\00576.html,Altaria - Kingdom Of The Night_distorted0,Altaria,Kingdom Of The Night,distorted0,1,1,1,1,1,1,1,603,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,59,30.42798185941043,1341874,44100
577,Intro16-DadaGP-v1.0\analysis_result\htmls\00577.html,Altaria - Ravenwing_distorted1,Altaria,Ravenwing,distorted1,1,1,1,1,1,1,1,269,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,60,82,32.53798185941043,1434925,44100
578,Intro16-DadaGP-v1.0\analysis_result\htmls\00578.html,Altaria - Wrath Of A Warchild_distorted1,Altaria,Wrath Of A Warchild,distorted1,1,1,1,1,1,1,1,77,16,61440,30720,0.5,3840.0,16,12,512,142,256,64.0,34,104,43,59,32.53798185941043,1434925,44100
579,Intro16-DadaGP-v1.0\analysis_result\htmls\00579.html,"Altera, Amir Kudic - Stvar 12_distorted0","Altera, Amir Kudic",Stvar 12,distorted0,1,1,1,1,1,1,1,715,16,61440,60960,0.9921875,3840.0,16,12,512,142,256,64.0,34,104,40,62,35.0,1543500,44100
580,Intro16-DadaGP-v1.0\analysis_result\htmls\00580.html,Alteris - Une Autre Guerre_clean0,Alteris,Une Autre Guerre,clean0,1,1,1,1,1,1,1,145,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,59,35.0,1543500,44100
581,Intro16-DadaGP-v1.0\analysis_result\htmls\00581.html,Alternative competition - C.P.P_distorted0,Alternative competition,C.P.P,distorted0,1,0,1,1,0,0,0,513,16,61440,61440,1.0,3840.0,0,12,512,142,256,64.0,34,104,40,59,0,0,0
582,Intro16-DadaGP-v1.0\analysis_result\htmls\00582.html,Alternative competition - Life Is Just Rock_'n Roll_distorted0,Alternative competition,Life Is Just Rock_'n Roll,distorted0,1,1,1,1,1,1,1,225,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,69,30.42798185941043,1341874,44100
583,Intro16-DadaGP-v1.0\analysis_result\htmls\00583.html,Alternative competition - Peter Gunn Blues_distorted0,Alternative competition,Peter Gunn Blues,distorted0,1,1,1,1,1,1,1,523,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,29.0,1278900,44100
584,Intro16-DadaGP-v1.0\analysis_result\htmls\00584.html,Alternative competition - The World Changes_clean0,Alternative competition,The World Changes,clean0,1,1,1,1,1,1,1,778,16,61440,60960,0.9921875,3840.0,16,12,512,142,256,64.0,34,104,40,69,41.398979591836735,1825695,44100
585,Intro16-DadaGP-v1.0\analysis_result\htmls\00585.html,Alternative competition - Your Attraction_distorted2,Alternative competition,Your Attraction,distorted2,1,1,1,1,1,1,1,347,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,59,79,22.2,979020,44100
586,Intro16-DadaGP-v1.0\analysis_result\htmls\00586.html,Alternative competition - Ze Basse Power_distorted0,Alternative competition,Ze Basse Power,distorted0,1,1,1,1,1,1,1,619,16,61440,49920,0.8125,3840.0,16,12,512,142,256,64.0,34,104,44,60,45.66598639455783,2013870,44100
587,Intro16-DadaGP-v1.0\analysis_result\htmls\00587.html,Alternative Competition 2 - Canoeing Down The River_clean0,Alternative Competition 2,Canoeing Down The River,clean0,1,1,1,1,1,1,1,177,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,62,84,35.0,1543500,44100
588,Intro16-DadaGP-v1.0\analysis_result\htmls\00588.html,"Alternative Competition 2 - Farewell, My Darling_clean0",Alternative Competition 2,"Farewell, My Darling",clean0,1,1,1,1,1,1,1,177,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,61,35.0,1543500,44100
589,Intro16-DadaGP-v1.0\analysis_result\htmls\00589.html,Alternative Competition 2 - I Am Dead In My Head_distorted0,Alternative Competition 2,I Am Dead In My Head,distorted0,1,1,1,1,1,1,1,481,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,71,35.0,1543500,44100
590,Intro16-DadaGP-v1.0\analysis_result\htmls\00590.html,Alternative Competition 3 - !_distorted0,Alternative Competition 3,!,distorted0,1,1,1,1,1,1,1,533,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,60,20.453990929705217,902021,44100
591,Intro16-DadaGP-v1.0\analysis_result\htmls\00591.html,Alternative Competition 3 - Cruel_clean0,Alternative Competition 3,Cruel,clean0,1,1,1,1,1,1,1,892,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,41.398979591836735,1825695,44100
592,Intro16-DadaGP-v1.0\analysis_result\htmls\00592.html,Alternative Competition 3 - Darkness Dreams_distorted1,Alternative Competition 3,Darkness Dreams,distorted1,1,1,1,1,1,1,1,729,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,46,62,67.0,2954700,44100
593,Intro16-DadaGP-v1.0\analysis_result\htmls\00593.html,Alternative Competition 3 - Escaping From Reality_clean1,Alternative Competition 3,Escaping From Reality,clean1,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,68,37.90897959183673,1671786,44100
594,Intro16-DadaGP-v1.0\analysis_result\htmls\00594.html,Alternative Competition 3 - Manipulating The Inevitable_clean0,Alternative Competition 3,Manipulating The Inevitable,clean0,1,1,1,1,1,1,1,255,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,65,51.0,2249100,44100
595,Intro16-DadaGP-v1.0\analysis_result\htmls\00595.html,Alternative Competition 4 - Hard Core Peach_distorted0,Alternative Competition 4,Hard Core Peach,distorted0,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,52,24.332993197278913,1073085,44100
596,Intro16-DadaGP-v1.0\analysis_result\htmls\00596.html,Alternative Competition 4 - Just Seek Happiness_clean0,Alternative Competition 4,Just Seek Happiness,clean0,1,1,1,1,1,1,1,528,16,61440,38400,0.625,3840.0,16,12,512,142,256,64.0,34,104,46,67,57.85698412698413,2551493,44100
597,Intro16-DadaGP-v1.0\analysis_result\htmls\00597.html,Alternative Competition 5 - 3 Jours De DCpression_clean0,Alternative Competition 5,3 Jours De DCpression,clean0,1,1,1,1,1,1,1,4388,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,51.0,2249100,44100
598,Intro16-DadaGP-v1.0\analysis_result\htmls\00598.html,Alternative Competition 5 - A Solitude_clean0,Alternative Competition 5,A Solitude,clean0,1,1,1,1,1,1,1,597,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,35.0,1543500,44100
599,Intro16-DadaGP-v1.0\analysis_result\htmls\00599.html,Alternative Competition 5 - An Elliptical Trip_distorted0,Alternative Competition 5,An Elliptical Trip,distorted0,1,1,1,1,1,1,1,746,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,73,41.398979591836735,1825695,44100
600,Intro16-DadaGP-v1.0\analysis_result\htmls\00600.html,Alternative Competition 5 - Brazillian Taste And Hard Smell_distorted0,Alternative Competition 5,Brazillian Taste And Hard Smell,distorted0,1,1,1,1,1,1,1,352,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,40,74,51.0,2249100,44100
601,Intro16-DadaGP-v1.0\analysis_result\htmls\00601.html,Alternative Competition 5 - Breathe_clean0,Alternative Competition 5,Breathe,clean0,1,1,1,1,1,1,1,421,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,57,57.85698412698413,2551493,44100
602,Intro16-DadaGP-v1.0\analysis_result\htmls\00602.html,Alternative Competition 5 - Her Simple Mind_distorted0,Alternative Competition 5,Her Simple Mind,distorted0,1,1,1,1,1,1,1,204,16,61440,59040,0.9609375,3840.0,16,12,512,142,256,64.0,34,104,55,74,41.398979591836735,1825695,44100
603,Intro16-DadaGP-v1.0\analysis_result\htmls\00603.html,Alternative Competition 5 - Life In General_distorted1,Alternative Competition 5,Life In General,distorted1,1,1,1,1,1,1,1,388,16,61440,59520,0.96875,3840.0,16,12,512,142,256,64.0,34,104,38,65,37.90897959183673,1671786,44100
604,Intro16-DadaGP-v1.0\analysis_result\htmls\00604.html,Alternative Competition 5 - Sorrow_distorted1,Alternative Competition 5,Sorrow,distorted1,1,1,1,1,1,1,1,471,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,77,37.90897959183673,1671786,44100
605,Intro16-DadaGP-v1.0\analysis_result\htmls\00605.html,Alternative Competition 6 - Asail (Najbar Ajo)_clean0,Alternative Competition 6,Asail (Najbar Ajo),clean0,1,1,1,1,1,1,1,345,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,60,72,35.0,1543500,44100
606,Intro16-DadaGP-v1.0\analysis_result\htmls\00606.html,Alternative Competition 6 - Confuse Me_distorted0,Alternative Competition 6,Confuse Me,distorted0,1,1,1,1,1,1,1,112,16,61440,58320,0.94921875,3840.0,16,12,512,142,256,64.0,34,104,69,84,30.42798185941043,1341874,44100
607,Intro16-DadaGP-v1.0\analysis_result\htmls\00607.html,Alternative Competition 6 - La Puta De La Madre_clean0,Alternative Competition 6,La Puta De La Madre,clean0,1,1,1,1,1,1,1,1643,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,77,67.0,2954700,44100
608,Intro16-DadaGP-v1.0\analysis_result\htmls\00608.html,Alternative Competition 6 - Looking Around_clean0,Alternative Competition 6,Looking Around,clean0,1,1,1,1,1,1,1,391,16,61440,59520,0.96875,3840.0,16,12,512,142,256,64.0,34,104,50,76,28.6,1261260,44100
609,Intro16-DadaGP-v1.0\analysis_result\htmls\00609.html,Alternative Competition 6 - Running For Money_clean0,Alternative Competition 6,Running For Money,clean0,1,1,1,1,1,1,1,1545,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,77,67.0,2954700,44100
610,Intro16-DadaGP-v1.0\analysis_result\htmls\00610.html,Alternative Competition 6 - Sunny Day_clean0,Alternative Competition 6,Sunny Day,clean0,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,40,35.0,1543500,44100
611,Intro16-DadaGP-v1.0\analysis_result\htmls\00611.html,Alternative Competition 7 - The Story of Peio Mari_clean0,Alternative Competition 7,The Story of Peio Mari,clean0,1,1,1,1,1,1,1,641,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,69,41.398979591836735,1825695,44100
612,Intro16-DadaGP-v1.0\analysis_result\htmls\00612.html,Alternative Competition 7 - Unusual_distorted0,Alternative Competition 7,Unusual,distorted0,1,1,1,1,1,1,1,340,16,61440,45600,0.7421875,3840.0,16,12,512,142,256,64.0,34,104,39,68,24.332993197278913,1073085,44100
613,Intro16-DadaGP-v1.0\analysis_result\htmls\00613.html,Alvin Es A Mokusok - Utak Mellett_distorted0,Alvin Es A Mokusok,Utak Mellett,distorted0,1,1,1,1,1,1,1,913,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,41.398979591836735,1825695,44100
614,Intro16-DadaGP-v1.0\analysis_result\htmls\00614.html,Alvin Es A M_kusok - Eszmerendszer_distorted0,Alvin Es A M_kusok,Eszmerendszer,distorted0,1,1,1,1,1,1,1,469,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,30.42798185941043,1341874,44100
615,Intro16-DadaGP-v1.0\analysis_result\htmls\00615.html,Alvin Lee & Ten Years After - I'd Love To Change The World_clean0,Alvin Lee & Ten Years After,I'd Love To Change The World,clean0,1,1,1,1,1,1,1,413,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,35.0,1543500,44100
616,Intro16-DadaGP-v1.0\analysis_result\htmls\00616.html,Alvin Lee & Ten Years After - I'm Going Home_distorted0,Alvin Lee & Ten Years After,I'm Going Home,distorted0,1,1,1,1,1,1,1,363,16,61440,59040,0.9609375,3840.0,16,12,512,142,256,64.0,34,104,51,75,18.358979591836736,809631,44100
617,Intro16-DadaGP-v1.0\analysis_result\htmls\00617.html,Alvin Lee & Ten Years After - I_'d Love To Change The World_clean0,Alvin Lee & Ten Years After,I_'d Love To Change The World,clean0,1,1,1,1,1,1,1,743,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,41.398979591836735,1825695,44100
618,Intro16-DadaGP-v1.0\analysis_result\htmls\00618.html,Always-Peaceful - bistouri_distorted1,Always-Peaceful,bistouri,distorted1,1,1,1,1,1,1,1,575,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,23.20997732426304,1023560,44100
619,Intro16-DadaGP-v1.0\analysis_result\htmls\00619.html,Always-Peaceful - Custom_distorted1,Always-Peaceful,Custom,distorted1,1,1,1,1,1,1,1,575,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,23.20997732426304,1023560,44100
620,Intro16-DadaGP-v1.0\analysis_result\htmls\00620.html,Amalgamation - A Journey Through Sound_clean0,Amalgamation,A Journey Through Sound,clean0,1,1,1,1,1,1,1,517,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,37.90897959183673,1671786,44100
621,Intro16-DadaGP-v1.0\analysis_result\htmls\00621.html,Amalgamation - Hazardous_distorted0,Amalgamation,Hazardous,distorted0,1,1,1,1,1,1,1,267,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,66,22.2,979020,44100
622,Intro16-DadaGP-v1.0\analysis_result\htmls\00622.html,Amazigh - Hymne aux martyres de l_'ignorance_clean0,Amazigh,Hymne aux martyres de l_'ignorance,clean0,1,1,1,1,1,1,1,338,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,67,35.0,1543500,44100
623,Intro16-DadaGP-v1.0\analysis_result\htmls\00623.html,America - Sandman_clean0,America,Sandman,clean0,1,1,1,1,1,1,1,655,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,57.85698412698413,2551493,44100
624,Intro16-DadaGP-v1.0\analysis_result\htmls\00624.html,America - Sister Golden Hair_clean0,America,Sister Golden Hair,clean0,1,1,1,1,1,1,1,791,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,32.53798185941043,1434925,44100
625,Intro16-DadaGP-v1.0\analysis_result\htmls\00625.html,Amon Amarth - Amon Amarth_distorted0,Amon Amarth,Amon Amarth,distorted0,1,1,1,1,1,1,1,256,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,60,32.53798185941043,1434925,44100
626,Intro16-DadaGP-v1.0\analysis_result\htmls\00626.html,Amon Amarth - An Ancient Sign Of Coming Storm_distorted0,Amon Amarth,An Ancient Sign Of Coming Storm,distorted0,1,1,1,1,1,1,1,437,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,55,32.53798185941043,1434925,44100
627,Intro16-DadaGP-v1.0\analysis_result\htmls\00627.html,Amon Amarth - Arson_distorted1,Amon Amarth,Arson,distorted1,1,1,1,1,1,1,1,85,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,44,30.42798185941043,1341874,44100
628,Intro16-DadaGP-v1.0\analysis_result\htmls\00628.html,Amon Amarth - As Long As The Raven Flies_distorted0,Amon Amarth,As Long As The Raven Flies,distorted0,1,1,1,1,1,1,1,99,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,50,35.0,1543500,44100
629,Intro16-DadaGP-v1.0\analysis_result\htmls\00629.html,Amon Amarth - Beheading Of A King_distorted0,Amon Amarth,Beheading Of A King,distorted0,1,1,1,1,1,1,1,469,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,57,30.42798185941043,1341874,44100
630,Intro16-DadaGP-v1.0\analysis_result\htmls\00630.html,Amon Amarth - Bleed For Ancient Gods_distorted0,Amon Amarth,Bleed For Ancient Gods,distorted0,1,1,1,1,1,1,1,533,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,48,26.998979591836736,1190655,44100
631,Intro16-DadaGP-v1.0\analysis_result\htmls\00631.html,Amon Amarth - Death In Fire_distorted0,Amon Amarth,Death In Fire,distorted0,1,1,1,1,1,1,1,434,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,57,32.53798185941043,1434925,44100
632,Intro16-DadaGP-v1.0\analysis_result\htmls\00632.html,Amon Amarth - For The Stabwounds In Our Backs_distorted0,Amon Amarth,For The Stabwounds In Our Backs,distorted0,1,1,1,1,1,1,1,157,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,41.398979591836735,1825695,44100
633,Intro16-DadaGP-v1.0\analysis_result\htmls\00633.html,Amon Amarth - Once Sent From The Golden Hall_distorted0,Amon Amarth,Once Sent From The Golden Hall,distorted0,1,1,1,1,1,1,1,369,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,36,55,23.20997732426304,1023560,44100
634,Intro16-DadaGP-v1.0\analysis_result\htmls\00634.html,Amon Amarth - Siegreicher Marsch_distorted0,Amon Amarth,Siegreicher Marsch,distorted0,1,1,1,1,1,1,1,339,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,57,35.0,1543500,44100
635,Intro16-DadaGP-v1.0\analysis_result\htmls\00635.html,Amon Amarth - The Sound Of Eight Hooves_distorted1,Amon Amarth,The Sound Of Eight Hooves,distorted1,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,54,32.53798185941043,1434925,44100
636,Intro16-DadaGP-v1.0\analysis_result\htmls\00636.html,Amon Amarth - Thousand Years Of Oppression_distorted0,Amon Amarth,Thousand Years Of Oppression,distorted0,1,1,1,1,1,1,1,309,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,54,54,35.0,1543500,44100
637,Intro16-DadaGP-v1.0\analysis_result\htmls\00637.html,Amon Amarth - Thousand Years Of Opression_distorted0,Amon Amarth,Thousand Years Of Opression,distorted0,1,1,1,1,1,1,1,653,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,57,35.0,1543500,44100
638,Intro16-DadaGP-v1.0\analysis_result\htmls\00638.html,Amon Amarth - Where Death Seems To Dwell_distorted0,Amon Amarth,Where Death Seems To Dwell,distorted0,1,1,1,1,1,1,1,258,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,37,61,30.42798185941043,1341874,44100
639,Intro16-DadaGP-v1.0\analysis_result\htmls\00639.html,Amorphis - Exile Of The Sons Of Uisliu_distorted0,Amorphis,Exile Of The Sons Of Uisliu,distorted0,1,1,1,1,1,1,1,322,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,60,30.42798185941043,1341874,44100
640,Intro16-DadaGP-v1.0\analysis_result\htmls\00640.html,Amorphis - On Rich and Poor_distorted1,Amorphis,On Rich and Poor,distorted1,1,1,1,1,1,1,1,280,16,61440,60960,0.9921875,3840.0,16,12,512,142,256,64.0,34,104,38,60,25.58798185941043,1128430,44100
641,Intro16-DadaGP-v1.0\analysis_result\htmls\00641.html,Amorphis - The Castaway_distorted0,Amorphis,The Castaway,distorted0,1,1,1,1,1,1,1,420,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,64,35.0,1543500,44100
642,Intro16-DadaGP-v1.0\analysis_result\htmls\00642.html,Amorphis - The Gathering_distorted0,Amorphis,The Gathering,distorted0,1,1,1,1,1,1,1,277,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,59,35.0,1543500,44100
643,Intro16-DadaGP-v1.0\analysis_result\htmls\00643.html,"Amos, Tori - Bliss_clean0","Amos, Tori",Bliss,clean0,1,1,1,1,1,1,1,272,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,62,35.0,1543500,44100
644,Intro16-DadaGP-v1.0\analysis_result\htmls\00644.html,Amset - Inquisicion_distorted0,Amset,Inquisicion,distorted0,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,59,67,25.58798185941043,1128430,44100
645,Intro16-DadaGP-v1.0\analysis_result\htmls\00645.html,"Amstrong, Luis - Wonderfull World_clean0","Amstrong, Luis",Wonderfull World,clean0,1,1,1,1,1,1,1,265,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,40,69,51.0,2249100,44100
646,Intro16-DadaGP-v1.0\analysis_result\htmls\00646.html,Ana Johnson - We Are_distorted0,Ana Johnson,We Are,distorted0,1,1,1,1,1,1,1,95,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,56,30.42798185941043,1341874,44100
647,Intro16-DadaGP-v1.0\analysis_result\htmls\00647.html,Anakreenskyrider - 1984_distorted0,Anakreenskyrider,1984,distorted0,1,1,1,1,1,1,1,320,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,26.998979591836736,1190655,44100
648,Intro16-DadaGP-v1.0\analysis_result\htmls\00648.html,"Anakreenskyrider - Rabia Si, Fiesta Tambien!_distorted1",Anakreenskyrider,"Rabia Si, Fiesta Tambien!",distorted1,1,1,1,1,1,1,1,502,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,61,24.332993197278913,1073085,44100
649,Intro16-DadaGP-v1.0\analysis_result\htmls\00649.html,Anal Blast - Ass Over Snatch_distorted0,Anal Blast,Ass Over Snatch,distorted0,1,1,1,1,1,1,1,471,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,48,32.53798185941043,1434925,44100
650,Intro16-DadaGP-v1.0\analysis_result\htmls\00650.html,Analogs (The) - Iwan_distorted0,Analogs (The),Iwan,distorted0,1,1,1,1,1,1,1,213,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,57,18.358979591836736,809631,44100
651,Intro16-DadaGP-v1.0\analysis_result\htmls\00651.html,Analogs (The) - Strzelby Z Brixton_distorted0,Analogs (The),Strzelby Z Brixton,distorted0,1,1,1,1,1,1,1,225,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,48,19.0,837900,44100
652,Intro16-DadaGP-v1.0\analysis_result\htmls\00652.html,Analogs (The) - Twoje Klamstwa_distorted0,Analogs (The),Twoje Klamstwa,distorted0,1,1,1,1,1,1,1,409,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,62,20.453990929705217,902021,44100
653,Intro16-DadaGP-v1.0\analysis_result\htmls\00653.html,"Analysis, The - Alex Is Gay_distorted0","Analysis, The",Alex Is Gay,distorted0,1,1,1,1,1,1,1,461,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,57,25.58798185941043,1128430,44100
654,Intro16-DadaGP-v1.0\analysis_result\htmls\00654.html,AnarKoPunX - Sociedade Falida_distorted0,AnarKoPunX,Sociedade Falida,distorted0,1,1,1,1,1,1,1,409,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,60,18.358979591836736,809631,44100
655,Intro16-DadaGP-v1.0\analysis_result\htmls\00655.html,Anathema - A Fine Day To Exit_clean0,Anathema,A Fine Day To Exit,clean0,1,1,1,1,1,1,1,416,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,55,35.0,1543500,44100
656,Intro16-DadaGP-v1.0\analysis_result\htmls\00656.html,Anathema - A Natural Disaster_clean0,Anathema,A Natural Disaster,clean0,1,1,1,1,1,1,1,204,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,55,37.90897959183673,1671786,44100
657,Intro16-DadaGP-v1.0\analysis_result\htmls\00657.html,Anathema - Alone_clean0,Anathema,Alone,clean0,1,1,1,1,0,0,0,211,16,61440,42240,0.6875,3840.0,0,12,512,142,256,64.0,34,104,40,55,0,0,0
658,Intro16-DadaGP-v1.0\analysis_result\htmls\00658.html,"Anathema - Anyone, Anywhere_clean0",Anathema,"Anyone, Anywhere",clean0,1,1,1,1,1,1,1,533,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,62,67.0,2954700,44100
659,Intro16-DadaGP-v1.0\analysis_result\htmls\00659.html,Anathema - Are You There_clean0,Anathema,Are You There,clean0,1,1,1,1,1,1,1,295,16,61440,58880,0.9583333333333334,3840.0,16,12,512,142,256,64.0,34,104,65,72,41.398979591836735,1825695,44100
660,Intro16-DadaGP-v1.0\analysis_result\htmls\00660.html,Anathema - Deep_clean0,Anathema,Deep,clean0,1,1,1,1,1,1,1,404,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,59,30.42798185941043,1341874,44100
661,Intro16-DadaGP-v1.0\analysis_result\htmls\00661.html,Anathema - Far Away_clean0,Anathema,Far Away,clean0,1,1,1,1,1,1,1,273,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,59,35.0,1543500,44100
